King Lear                           (1987, Comedy, Drama, Sci-Fi         Jean-Luc Godard               Woody Allen, Freddy Buache,...]
Maiskaya noch, ili utoplennitsa     (1952, Comedy                        Aleksandr Rou                 Nikolai Dosenko, Tatyana Ko...]
South Bronx Heroes                  (1985, Action, Drama, Mystery        William Szarka                Brendan Ward, Melissa Espos...]
Liberté, la nuit                    (1984, Drama, War                    Philippe Garrel               Emmanuelle Riva, Maurice Ga...]
Cosmopolis                          (2012, Crime, Drama, Fantasy         David Cronenberg              Robert Pattinson, Sarah Gad...]
I.Q.                                (1994, Comedy, Romance               Fred Schepisi                 Tim Robbins, Meg Ryan, Walt...]
Doña Diabla                         (1950, Drama                         Tito Davison                  María Félix, Víctor Junco, ...]
Surga Yang Tak Dirindukan 2         (2017, Drama                         Hanung Bramantyo, Meisa Fel...Raline Shah, Reza Rahadian,...]
The Legend of Sorrow Creek          (2007, Drama, Horror, Thriller       Michael Penning               Christina Caron, Michelle C...]
Bosko Buha                          (1978, Biography, Drama, War         Branko Bauer                  Marko Nikolic, Zarko Radic,...]
Bigil                               (2019, Action, Drama, Sport          Atlee Kumar                   Nayanthara, Joseph Vijay, A...]
Feng Shui 2                         (2014, Horror, Mystery, Thriller     Chito S. Roño                 Kris Aquino, Coco Martin, C...]
Counter-Espionage                   (1942, Comedy, Mystery, Romance      Edward Dmytryk                Warren William, Eric Blore,...]
Divines                             (2016, Crime, Drama                  Houda Benyamina               Oulaya Amamra, Déborah Luku...]
Waru                                (2017, Drama                         Ainsley Gardiner, Casey Kaa   Awahina Rose Ashby, Jonny B...]
Raja Ki Ayegi Baraat                (1997, Drama, Romance                Ashok Gaekwad                 Shadaab Khan, Rani Mukerji,...]
Float                               (2008, Comedy, Drama                 Johnny Asuncion               Gregory Itzin, Hrach Titizi...]
Horns                               (2013, Crime, Drama, Fantasy         Alexandre Aja                 Daniel Radcliffe, Max Mingh...]
Neva                                (2013, Drama, Romance                Can Arca, Birkan Uz           Sukru Ozyildiz, Basak Parla...]
Le trou                             (1960, Crime, Drama, Thriller        Jacques Becker                Michel Constantin, Jean Ker...]
I Wonder Who's Kissing Her Now      (1947, Musical                       Lloyd Bacon                   June Haver, Mark Stevens, M...]
Yellowknife                         (2002, Drama                         Rodrigue Jean                 Sébastien Huberdeau, Hélène...]
Meditation Park                     (2017, Drama                         Mina Shum                     Pei-Pei Cheng, Tzi Ma, Sand...]
Viskningar och rop                  (1972, Drama                         Ingmar Bergman                Harriet Andersson, Kari Syl...]
Continuer                           (2018, Drama                         Joachim Lafosse               Virginie Efira, Kacey Motte...]
Fire with Fire                      (2012, Action, Crime, Drama          David Barrett                 Josh Duhamel, Bruce Willis,...]
Hin und weg                         (2014, Comedy, Drama                 Christian Zübert              Florian David Fitz, Julia K...]
Wyjscie awaryjne                    (1982, Comedy                        Roman Zaluski                 Bozena Dykiel, Jerzy Michot...]
Fatal Frames - Fotogrammi mortali   (1996, Horror, Mystery               Al Festa                      Stefania Stella, Rick Giana...]
Back to Even                        (1998, Action, Drama, Thriller       Rod Hewitt                    Lorenzo Lamas, Michael Paré...]
Death Goes to School                (1953, Mystery                       Stephen Clarkson              Barbara Murray, Gordon Jack...]
The Man from Earth: Holocene        (2017, Drama, Fantasy, Sci-Fi        Richard Schenkman             David Lee Smith, John Billi...]
Shader al-samak                     (1986, Action, Drama, Thriller       Ali Abdel-Khalek              Nabila Ebeid, Ahmed Zaki, M...]
Cow Country                         (1953, Western                       Lesley Selander               Edmond O'Brien, Helen Westc...]
Arn: Tempelriddaren                 (2007, Action, Drama, Romance        Peter Flinth                  Joakim Nätterqvist, Sofia H...]
Battle Beneath the Earth            (1967, Sci-Fi, Thriller              Montgomery Tully              Kerwin Mathews, Viviane Ven...]
El yazisi                           (2012, Comedy, Drama                 Ali Vatansever                Cansu Dere, Sarp Akkaya, Ba...]
Solo                                (2018, Adventure, Drama, Romance     Hugo Stuven                   Alain Hernández, Aura Garri...]
Evilution                           (2008, Horror                        Chris Conlee                  Eric Peter-Kaiser, Tim Colc...]
Bhavni Bhavai                       (1980, Comedy, Drama                 Ketan Mehta                   Smita Patil, Naseeruddin Sh...]
The Marker                          (2017, Crime, Thriller               Justin Edgar                  Frederick Schmidt, Ana Ular...]
The Disorderly Orderly              (1964, Comedy, Romance               Frank Tashlin                 Jerry Lewis, Glenda Farrell...]
Akai tenshi                         (1966, Drama, Romance, War           Yasuzô Masumura               Ayako Wakao, Shinsuke Ashid...]
Kueki ressha                        (2012, Comedy, Drama                 Nobuhiro Yamashita            Mirai Moriyama, Kengo Kôra,...]
Il vangelo secondo Matteo           (1964, Biography, Drama, History     Pier Paolo Pasolini           Enrique Irazoqui, Margherit...]
Meet Me in St. Louis                (1944, Comedy, Drama, Family         Vincente Minnelli             Judy Garland, Margaret O'Br...]
Xue fu rong                         (1978, Action, Adventure, Drama      Meng Hua Ho                   Ping Chen, Hua Yueh, Lieh L...]
Flawless                            (2007, Crime, Drama, Thriller        Michael Radford               Demi Moore, Michael Caine, ...]
Bolek i Lolek na Dzikim Zachodzie   (1988, Animation, Adventure, Western Stanislaw Dulz                                              ]
Breakdown Forest - Reise in den ... (2019, Action, Thriller              Patrick Roy Beckert           Bartholomäus Kowalski, Clau...]
Detroit                             (2017, Crime, Drama, History         Kathryn Bigelow               Chris Chalk, Mason Alban, B...]
The Open Road                       (2009, Comedy, Drama                 Michael Meredith              Justin Timberlake, Ted Dans...]
Hotel Artemis                       (2018, Action, Crime, Drama          Drew Pearce                   Jodie Foster, Sterling K. B...]
Angadi Theru                        (2010, Drama                         Vasanthabalan                 Mahesh, Anjali, A. Venkates...]
The Sea Chase                       (1955, Action, Drama, War            John Farrow                   John Wayne, Lana Turner, Da...]
The Wolves of Willoughby Chase      (1989, Adventure, Drama, Family      Stuart Orme                   Stephanie Beacham, Mel Smit...]
Freak Show                          (2017, Comedy, Drama                 Trudie Styler                 Alex Lawther, Ian Nelson, A...]
Hot Target                          (1985, Crime, Thriller               Dennis C. Lewiston            Simone Griffeth, Steve Mara...]
Nereus                              (2019, Horror, Mystery, Thriller     Georges Padey                 Itziar Martinez, Dennis Men...]
Insaaf: The Final Justice           (1997, Action, Comedy, Drama         Dayal Nihalani                Akshay Kumar, Shilpa Shetty...]
Streets of Gold                     (1986, Drama, Sport                  Joe Roth                      Klaus Maria Brandauer, Adri...]
Bai ri yan huo                      (2014, Crime, Mystery, Thriller      Yi'nan Diao                   Fan Liao, Lun-Mei Kwei, Xue...]
A Grim Becoming                     (2014, Action, Comedy, Horror        Adam R. Steigert              Bill Oberst Jr., Lynn Lowry...]
Angela                              (2002, Crime, Drama, Romance         Roberta Torre                 Donatella Finocchiaro, Andr...]
À la folie... pas du tout           (2002, Romance, Thriller             Laetitia Colombani            Audrey Tautou, Samuel Le Bi...]
The Chamber                         (2016, Horror, Thriller              Ben Parker                    Johannes Kuhnke, Charlotte ...]
Thimiru Pudichavan                  (2018, Action, Drama                 Ganeshaa                      Vijay Antony, Nivetha Pethu...]
Ma Loute                            (2016, Comedy, Fantasy               Bruno Dumont                  Fabrice Luchini, Juliette B...]
Immer Ärger mit Hochwürden          (1972, Comedy                        Harald Vock                   Georg Thomalla, Peter Weck,...]
The Actress                         (1953, Biography, Comedy, Drama      George Cukor                  Spencer Tracy, Jean Simmons...]
Matchbox                            (2017, Comedy, Romance               Sivaram Mony                  Roshan Mathew, Vishak Nair,...]
Das Geheimnis der gelben Narzissen  (1961, Crime, Drama, Mystery         Ákos Ráthonyi                 Joachim Fuchsberger, Willia...]
Behold My Heart                     (2018, Drama                         Joshua Leonard                Marisa Tomei, Charlie Plumm...]
Chouans!                            (1988, Adventure, History, War       Philippe de Broca             Philippe Noiret, Vincent Sc...]
Circle of Power                     (1981, Drama, Thriller               Bobby Roth                    Yvette Mimieux, Christopher...]
Dong wu shi jie                     (2018, Action, Fantasy, Sci-Fi       Yan Han                       Yifeng Li, Dongyu Zhou, Mic...]
